"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"ITN_EASTING"|"ITN_NORTHING"|"ITN_TOID"|"ITN_TOID_VERSION"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"VERIFIED_ADDRESS"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
64066872|"Electricity Sub Station"|"06340433"|292512|92651|2|""|"Not Assigned"|0|292532.6|92644.3|"4000000025306103"|"4"|21.7|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64167871|"Pond"|"03580803"|291904|93851|1|""|"1000002062029147"|4|291921.1|93843.9|"5000005114430742"|"1"|18.5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"Area in sq m"|"5"|"Ordnance Survey"|"01-DEC-2014"
68587199|"Letter Box"|"06340457"|291595|92727|1|""|"1000002062007422"|8|291598.9|92724.3|"4000000025321015"|"5"|4.7|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
68654861|"Tennis Court"|"04240305"|292748|92573|1|""|"1000002062221471"|2|292740.7|92598.5|"4000000025306067"|"6"|26.5|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
95352215|"British Heart Foundation"|"09480714"|292445|92944.6|1|""|"0001000012318183"|5|292429.3|92959.5|"4000000025306105"|"6"|21.7|"173"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RH"|"Y"|"Exeter District"|"01392493695"|"www.bhf.org.uk"|"British Heart Foundation"|""|""|"Local Data Company"|"01-DEC-2014"
95409043|"Devon Strings Workshop"|"09480690"|291667.8|92303|1|""|"0001000012292097"|6|291674.7|92310.6|"4000000025320941"|"6"|10.3|"1"|"Bartholomew Street West"|"Exeter"|"Devon"|"EX4 3AJ"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95528771|"Superdry"|"09460656"|292096|92687.6|1|""|"0001000012317830"|5|292076.3|92711.3|"4000000025458670"|"1"|30.8|"35"|"High Street"|"Exeter"|"Devon"|"EX4 3LW"|"Y"|"Exeter District"|"03333212222"|"www.superdry.com"|"Superdry"|""|""|"Local Data Company"|"01-DEC-2014"
95538341|"Mosaic"|"01020034"|291815|92507|1|""|"0001000012290148"|12|291822.6|92516.1|"4000000025345885"|"4"|11.9|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95401854|"Inspirations"|"02100156"|291736.8|92320.7|1|""|"0001000012291754"|8|291723|92331.7|"4000000025320942"|"6"|17.7|"123"|"Fore Street"|"Exeter"|"Devon"|"EX4 3JQ"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
111300421|"Dapper Dugz"|"09480691"|291709.2|92277.4|1|""|"0001000012291721"|5|291712.2|92282.5|"4000000025320945"|"5"|5.9|"4"|"West Street"|"Exeter"|"Devon"|"EX1 1BA"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
16153883|"Public Telephone"|"06340460"|291442|92120|1|""|"Not Assigned"|0|291439.2|92115.5|"4000000025335874"|"4"|5.3|"Near Exe Bridge"|"Okehampton Street"|"Exeter"|"Devon"|"EX4 1DW"|"N"|"Exeter District"|"01392277427"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16153767|"Public Telephone"|"06340460"|292609|92240|3|""|"Not Assigned"|0|292609.2|92239.4|"4000000025336096"|"6"|0.6|"Mount Radford Crescent"|""|"Exeter"|"Devon"|"EX2 4EW"|"N"|"Exeter District"|"01392270194"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16154046|"Public Telephone"|"06340460"|291198|93293|1|""|"Not Assigned"|0|291198.9|93308.7|"4000000025321000"|"3"|15.7|"Isambard Parade"|""|"Exeter"|"Devon"|"EX4 4BX"|"N"|"Exeter District"|"01392435837"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
103904734|"The Spicer Road Dental Practice"|"05280368"|292910.6|92681|1|""|"0001000012316846"|2|292888.3|92691.4|"4000000025321265"|"5"|24.6|"2"|"Spicer Road"|"Exeter"|"Devon"|"EX1 1SX"|"Y"|"Exeter District"|"01392272408"|""|""|""|""|"Beechwood House Publishing Ltd"|"01-DEC-2014"
17778755|"Bus and Coach Station"|"10570731"|292483|92869|2|""|"Not Assigned"|0|292459.1|92894|"4000000025321226"|"6"|34.6|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
18076918|"South Street Baptist Church"|"06340459"|292047|92421|1|""|"0001000012320420"|6|292023.4|92403.1|"4000000025346010"|"4"|29.6|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"Religion"|"Baptist (Christian)"|"Ordnance Survey"|"01-DEC-2014"
17778748|"Bandstand"|"03170245"|292057|93047|1|""|"0001000012324019"|3|292129.5|93104.7|"4000000025306104"|"4"|92.6|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
49782965|"Cash Machine (Nationwide Building Society)"|"02090141"|292146.7|92726.4|1|""|"Not Assigned"|0|292127.2|92753.2|"4000000025295481"|"8"|33.1|"2"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LT"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"ATM inside a location that is accessible in approximate office hours, including branch customer area"|"VocaLink"|"01-DEC-2014"
94344905|"Cash Machine (Alliance & Leicester Group)"|"02090141"|292010.9|92632|1|""|"Not Assigned"|0|291997.5|92646.8|"4000000025460692"|"1"|19.9|"53-54"|"High Street"|"Exeter"|"Devon"|"EX4 3HE"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"ATM inside a location that is accessible in approximate office hours, including branch customer area"|"VocaLink"|"01-DEC-2014"
22907823|"Commercial Road"|"10590732"|291761|92126|1|""|"Not Assigned"|0|291761|92127|"4000000025439574"|"1"|1|""|""|""|"Devon"|"EX2"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvnadgat"|"Department for Transport"|"01-DEC-2014"
44146349|"Ah Moda"|"09460656"|292283|92705|1|""|"1000002070809040"|3|292330.6|92717.4|"4000000025460689"|"1"|49.2|"4-5"|"Roman Walk"|"Exeter"|"Devon"|"EX1 1GN"|"Y"|"Exeter District"|"01392215702"|""|""|""|""|"PointX"|"01-DEC-2014"
108383431|"Exeter Guildhall"|"03170244"|291971|92647|1|""|"0001000012290343"|3|291983|92633.7|"4000000025460692"|"1"|18|"High Street"|""|"Exeter"|"Devon"|"EX4 3EB"|"N"|"Exeter District"|"01392665500"|"www.exeter.gov.uk/tourism"|""|""|""|"PointX"|"01-DEC-2014"
48002578|"House Wong"|"01020018"|291238.2|93197|1|""|"0001000012294987"|2|291224.1|93201.8|"4000000025335959"|"4"|14.9|"100"|"Bonhay Road"|"Exeter"|"Devon"|"EX4 4BL"|"Y"|"Exeter District"|"01392435682"|""|""|""|""|"118 Information"|"01-DEC-2014"
47968653|"Coffee Pot"|"01020013"|291896.3|92668.1|1|""|"1000002062007477"|9|291846.8|92620.1|"4000000025305983"|"8"|69|"36a"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HL"|"Y"|"Exeter District"|"01392436015"|""|""|""|""|"118 Information"|"01-DEC-2014"
48047688|"Mill on the Exe"|"01020034"|291441.1|92504.1|1|""|"0001000012291364"|7|291461.6|92507.8|"4000000025305981"|"6"|20.8|""|"Bonhay Road"|"Exeter"|"Devon"|"EX4 3AB"|"Y"|"Exeter District"|"01392214464"|"www.millontheexe.com"|""|""|""|"118 Information"|"01-DEC-2014"
48989788|"Ryman"|"09480725"|291853.3|92525.5|1|""|"0001000012290125"|4|291870.5|92510.5|"4000000025320939"|"3"|22.8|"176"|"Fore Street"|"Exeter"|"Devon"|"EX4 3AX"|"Y"|"Exeter District"|"01392498818"|"www.ryman.co.uk"|"Ryman"|""|""|"118 Information"|"01-DEC-2014"
48752296|"Ernest Jones"|"09460659"|291977.6|92651.8|1|""|"0001000012290358"|3|291989.1|92639.1|"4000000025460692"|"1"|17.1|"204"|"High Street"|"Exeter"|"Devon"|"EX4 3EB"|"Y"|"Exeter District"|"01392436883"|"www.ernestjones.co.uk"|"Ernest Jones"|""|""|"118 Information"|"01-DEC-2014"
48998437|"Emporium Hi-fi & Records"|"09480689"|292780.1|92781.8|1|""|"0001000012317526"|2|292773.4|92767.6|"4000000025336216"|"3"|15.7|"31"|"Heavitree Road"|"Exeter"|"Devon"|"EX1 2LG"|"Y"|"Exeter District"|"01392277417"|""|""|""|""|"118 Information"|"01-DEC-2014"
54842302|"The Edge"|"02100156"|292843.8|92935.4|1|""|"0001000012317634"|2|292854.4|92926.1|"4000000025384265"|"7"|14.1|"16"|"Clifton Road"|"Exeter"|"Devon"|"EX1 2BR"|"Y"|"Exeter District"|"01392271529"|""|""|""|""|"118 Information"|"01-DEC-2014"
54839825|"Mr Fred's Barber Shop"|"02100156"|292088.6|92287.8|1|""|"0001000012320487"|5|292103.2|92300.7|"4000000025321079"|"4"|19.5|"52"|"South Street"|"Exeter"|"Devon"|"EX1 1EE"|"Y"|"Exeter District"|"01392259364"|""|""|""|""|"118 Information"|"01-DEC-2014"
54987326|"V W Audi Centre"|"02130212"|292445|93688|1|""|"0001000012322176"|3|292462.6|93684.9|"4000000025336243"|"3"|17.8|"47"|"Pennsylvania Road"|"Exeter"|"Devon"|"EX4 6DF"|"Y"|"Exeter District"|"01392422722"|""|""|""|""|"118 Information"|"01-DEC-2014"
54979024|"Kenjo Laundrette & Dry Cleaners"|"02100158"|292598.4|93088.3|1|""|"0001000012322947"|6|292585|93103.3|"4000000025321220"|"4"|20.1|"139"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RT"|"Y"|"Exeter District"|"01392259527"|""|""|""|""|"118 Information"|"01-DEC-2014"
75374454|"C & D Appliances"|"09480721"|292818.2|93315.5|1|""|"0001000012323590"|5|292809.3|93322.3|"4000000025321307"|"4"|11.2|"123"|"Old Tiverton Road"|"Exeter"|"Devon"|"EX4 6LD"|"Y"|"Exeter District"|"01392278500"|"www.cdappliances.com"|""|""|""|"118 Information"|"01-DEC-2014"
78315983|"Homemaker Southwest"|"05290358"|292737.4|92796.8|1|""|"0001000012317519"|3|292732.8|92786.3|"4000000025321253"|"4"|11.5|"17"|"Heavitree Road"|"Exeter"|"Devon"|"EX1 2LD"|"Y"|"Exeter District"|"01392686752"|"www.homemakersw.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
75337211|"Melbury Guest House"|"01010003"|292453.2|93205.9|1|""|"0001000012323864"|3|292451|93222|"4000000025306108"|"3"|16.2|"4"|"Queens Crescent"|"Exeter"|"Devon"|"EX4 6AY"|"Y"|"Exeter District"|"01392204351"|"www.melburyguesthouse.com"|""|""|""|"118 Information"|"01-DEC-2014"
78363808|"Te-ashi-do Freestyle Karate"|"05320395"|291736|92286.6|1|""|"0001000012291745"|5|291727.2|92273|"4000000025320945"|"5"|16.2|"1"|"West Street"|"Exeter"|"Devon"|"EX1 1BB"|"Y"|"Exeter District"|"01392216113"|"www.te-ashi-do.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
80417026|"King & Co"|"02090154"|292450|92452|1|""|"1000002070664368"|4|292450.9|92431.8|"4000000025424882"|"3"|20.2|"Senate Court"|"Southernhay Gardens"|"Exeter"|"Devon"|"EX1 1UG"|"N"|"Exeter District"|"0800214964"|""|""|""|""|"118 Information"|"01-DEC-2014"
85611497|"Moss Bros"|"09460656"|292269.6|92782|1|""|"1000002070809085"|2|292235|92830.5|"4000000025295481"|"8"|59.6|"24"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Y"|"Exeter District"|"01392270520"|"www.mossbros.co.uk"|"Moss Bros"|""|""|"118 Information"|"01-DEC-2014"
85616708|"Workways"|"05290359"|292520.6|92693.7|1|""|"0001000012317215"|8|292525.2|92709.9|"4000000025306110"|"5"|16.9|"11-15"|"Dix's Field"|"Exeter"|"Devon"|"EX1 1QA"|"Y"|"Exeter District"|"01392677050"|"www.workways.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
91435065|"O M G Toys Comics Games"|"09480827"|291724|92350|1|""|"1000002070862639"|1|291732.3|92343.4|"4000000025320942"|"6"|10.6|"1 Mccoys Arcade"|"Fore Street"|"Exeter"|"Devon"|"EX4 3AN"|"N"|"Exeter District"|"01392425248"|"www.omgcomics.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
96532743|"2gh Water"|"02060085"|291744.2|93037.8|1|""|"0001000012294360"|4|291758|93048.8|"4000000025306012"|"8"|17.6|"Queensgate House 48"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392218300"|"www.2gh.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
103805545|"Christopher Godfrey"|"02090154"|292088|92136.4|1|""|"0001000012320200"|5|292102|92136|"4000000025306048"|"3"|14|""|"Colleton Crescent"|"Exeter"|"Devon"|"EX2 4DG"|"Y"|"Exeter District"|"01392274898"|"www.colletonchambers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
103805546|"David Sapiecha"|"02090154"|292088|92136.4|1|""|"0001000012320200"|5|292102|92136|"4000000025306048"|"3"|14|""|"Colleton Crescent"|"Exeter"|"Devon"|"EX2 4DG"|"Y"|"Exeter District"|"01392274898"|"www.colletonchambers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
103805664|"Malcolm Galloway"|"02090154"|292088|92136.4|1|""|"0001000012320200"|5|292102|92136|"4000000025306048"|"3"|14|""|"Colleton Crescent"|"Exeter"|"Devon"|"EX2 4DG"|"Y"|"Exeter District"|"01392274898"|"www.colletonchambers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
108346186|"Eat Your Greens"|"09470669"|292426.9|92983.1|1|""|"0001000012318211"|6|292439.9|92970.8|"4000000025306105"|"6"|17.9|"30"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NN"|"Y"|"Exeter District"|"01392254459"|""|""|""|""|"118 Information"|"01-DEC-2014"
108323922|"Peninsula Initiative Community Chaplaincy"|"02040069"|291584.8|92832.6|1|""|"0001000012290670"|3|291601.7|92845.9|"4000000025351645"|"6"|21.5|"17"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 3RG"|"Y"|"Exeter District"|"01392412300"|""|""|""|""|"118 Information"|"01-DEC-2014"
108361501|"John Asher Courier"|"02150222"|291697.9|92526.5|1|""|"0001000012290186"|3|291690|92519.9|"4000000025305982"|"3"|10.3|"14"|"Carpenter Close"|"Exeter"|"Devon"|"EX4 3BQ"|"Y"|"Exeter District"|"01392217876"|""|""|""|""|"118 Information"|"01-DEC-2014"
111228995|"Warren James (Jewellers) Ltd"|"09460659"|291903.5|92683.1|1|""|"0001000012290389"|4|291859|92734.3|"4000000025335970"|"10"|67.9|"8"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HP"|"Y"|"Exeter District"|"01392498448"|"www.warrenjames.co.uk"|"Warren James"|""|""|"118 Information"|"01-DEC-2014"
123131037|"Cellys Hairstyle International"|"02100156"|291878.2|92489.3|1|""|"1000002070797617"|5|291863.1|92501.6|"4000000025320939"|"3"|19.4|"87"|"Fore Street"|"Exeter"|"Devon"|"EX4 3HX"|"Y"|"Exeter District"|"01392278555"|"www.cellys.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
63717997|"Fish Pond"|"03580803"|291585|93848|1|""|"1000002062029075"|4|291550.3|93833.7|"4000000025295501"|"4"|37.5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"Area in sq m"|"1219"|"Ordnance Survey"|"01-DEC-2014"
68587626|"Letter Box"|"06340457"|292378|92897|1|""|"1000002062226936"|22|292371.8|92905.2|"4000000025306105"|"6"|10.3|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
68587205|"Letter Box"|"06340457"|291768|93291|1|""|"1000002062036869"|4|291768.4|93286.5|"4000000025335984"|"5"|4.5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
78429283|"Wks"|"07410542"|291459|92070|2|""|"Not Assigned"|0|291471|92076|"4000000025335890"|"3"|13.4|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
78415558|"Warehouse"|"02150221"|291621|92401|1|""|"0001000012291893"|5|291629.8|92396.7|"4000000025335866"|"5"|9.8|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
95537040|"Bizzaz Hair"|"02100156"|292760|93294|1|""|"0001000012323641"|5|292778.6|93280.6|"4000000025336262"|"4"|22.9|"8, Inglewood House, 94a, Sidwell Street"|"City Centre"|"Exeter"|"Devon"|"EX4 6PH"|"N"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
104038457|"Pawelek Polish Food"|"09470699"|291462.8|92036.9|1|""|"0001000012293056"|4|291471.9|92023.3|"4000000025335864"|"5"|16.4|"174-175"|"Cowick Street"|"Exeter"|"Devon"|"EX4 1AA"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
105190710|"Cath Kidston"|"09460656"|292284.5|92761.2|1|""|"1000002070809050"|3|292330.6|92717.4|"4000000025460689"|"1"|63.6|"6"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Y"|"Exeter District"|"01392277835"|"www.cathkidston.co.uk"|"Cath Kidston"|""|""|"Local Data Company"|"01-DEC-2014"
123166349|"Fine & Country Ltd"|"02110190"|292411.1|92725.2|1|""|"0001000012317888"|5|292415|92739.8|"4000000025306110"|"5"|15.1|"Berkeley House"|"Dix's Field"|"Exeter"|"Devon"|"EX1 1PZ"|"Y"|"Exeter District"|"01392219308"|""|"Fine & Country"|""|""|"Local Data Company"|"01-DEC-2014"
16153882|"Public Telephone"|"06340460"|292945|93302|1|""|"Not Assigned"|0|292944.5|93309.8|"4000000025306127"|"4"|7.8|"Blackboy Road"|""|"Exeter"|"Devon"|"EX4 6SG"|"N"|"Exeter District"|"01392277416"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
103915717|"Exeter Orthodontic Practice"|"05280368"|291699.6|93044|1|""|"0001000012294380"|3|291692.4|93052.8|"4000000025335981"|"4"|11.4|"1"|"Richmond Road"|"Exeter"|"Devon"|"EX4 4JA"|"Y"|"Exeter District"|"01392251106"|""|""|""|""|"Beechwood House Publishing Ltd"|"01-DEC-2014"
18199261|"Foot Bridge"|"10550747"|292079|92256|1|""|"1000002062244038"|9|292078.4|92254.5|"5000005107696257"|"1"|1.6|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
20135353|"Chapel"|"06340459"|292277|92162|1|""|"0001000012320016"|6|292270.2|92167.7|"4000000025336078"|"3"|8.8|""|""|""|"Devon"|"EX2"|"N"|"Exeter District"|""|""|""|"Religion"|"Not Identified (Christian)"|"Ordnance Survey"|"01-DEC-2014"
20264307|"Exe Bridge North"|"10540730"|291523|92135|1|""|"1000002062017564"|7|291523|92135|"4000000025320937"|"4"|0|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
21841045|"Lower Summerlands"|"10590732"|292829|92742|1|""|"Not Assigned"|0|292828.9|92741.7|"4000000025321256"|"5"|0.3|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmptg"|"Department for Transport"|"01-DEC-2014"
21841330|"George's Meeting House"|"10590732"|292088|92320|1|""|"Not Assigned"|0|292088.2|92320.2|"4000000025321079"|"4"|0.3|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmjag"|"Department for Transport"|"01-DEC-2014"
44146382|"Rose Opticians"|"05280344"|292282|92677|1|""|"1000002070809040"|3|292285.8|92629.6|"4000000025439407"|"3"|47.6|""|"Princesshay"|"Exeter"|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"PointX"|"01-DEC-2014"
68815123|"H M V UK Ltd"|"09480689"|292254|92732|1|""|"1000002070809040"|3|292330.6|92717.4|"4000000025460689"|"1"|78|"10-11"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Y"|"Exeter District"|""|"www.hmv.com"|"H M V"|""|""|"PointX"|"01-DEC-2014"
48038617|"Rendezvous Winebar"|"01020034"|292325.4|92445|1|""|"0001000012320544"|6|292304.1|92456.8|"4000000025321084"|"4"|24.3|"38"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1PE"|"Y"|"Exeter District"|"01392270222"|"www.rendezvous-winebar.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48742221|"Pinder Fashions"|"09460656"|292554.5|93043.6|1|""|"0001000012322936"|5|292538.4|93061.5|"4000000025321220"|"4"|24.1|"150"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RT"|"Y"|"Exeter District"|"01392270856"|""|""|""|""|"118 Information"|"01-DEC-2014"
48741568|"H & M"|"09460656"|292183|92772|1|""|"1000002070862929"|1|292172.9|92786.1|"4000000025295481"|"8"|17.3|"16"|"High Street"|"Exeter"|"Devon"|"EX4 3LH"|"Y"|"Exeter District"|"08447369000"|"www.hm.com"|"H & M"|""|""|"118 Information"|"01-DEC-2014"
48774954|"Bon Gout Delicatessen"|"09470665"|292733.2|92379.9|1|""|"0001000012318624"|3|292734.4|92368.9|"4000000025321104"|"4"|11|"45"|"Magdalen Road"|"Exeter"|"Devon"|"EX2 4TA"|"Y"|"Exeter District"|"01392435521"|"www.bongoutdeli.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48874306|"Blacks"|"09480693"|291982|92662|1|""|"0001000012290352"|5|291996.6|92645.9|"4000000025460692"|"1"|21.7|"Unit 206-207 High Street"|""|"Exeter"|"Devon"|"EX4 3EB"|"N"|"Exeter District"|"01392211660"|"www.blacks.co.uk"|"Blacks"|""|""|"118 Information"|"01-DEC-2014"
48939473|"Spar Store"|"09470699"|292744.8|92386.9|1|""|"0001000012318616"|3|292746.6|92370.3|"4000000025321104"|"4"|16.7|"49-51"|"Magdalen Road"|"Exeter"|"Devon"|"EX2 4TA"|"Y"|"Exeter District"|"01392201318"|"www.spar.co.uk"|"Spar"|""|""|"118 Information"|"01-DEC-2014"
91351068|"Beardsley Theobalds"|"02090143"|291744.2|93037.8|1|""|"0001000012294360"|4|291758|93048.8|"4000000025306012"|"8"|17.6|"Queensgate House 48"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392253071"|"www.beardsleytheobalds.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
49013178|"Brufords"|"09460659"|291976.2|92749.9|1|""|"0001000012291057"|3|291986.2|92758.1|"4000000025321251"|"4"|12.9|"17"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HW"|"Y"|"Exeter District"|"01392254901"|"www.brufords.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48764069|"Animal"|"09460656"|291933.4|92680.5|1|""|"0001000012290402"|6|291979|92630|"4000000025460692"|"1"|68|"24"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HW"|"Y"|"Exeter District"|"01392422408"|"www.animal.co.uk"|"Animal"|""|""|"118 Information"|"01-DEC-2014"
54519271|"Jenkins Hansford Partnership"|"02040063"|291731.5|93053.7|1|""|"0001000012294363"|3|291745.2|93064.7|"4000000025432301"|"1"|17.6|"51"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392255066"|""|""|""|""|"118 Information"|"01-DEC-2014"
54794928|"T M A 2"|"02100156"|291675.8|92296.4|1|""|"0001000012292098"|6|291687.5|92287.1|"4000000025351571"|"3"|14.9|"40-41"|"New Bridge Street"|"Exeter"|"Devon"|"EX4 3AH"|"Y"|"Exeter District"|"01392422700"|"www.tma2hair.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54707533|"Power Marketing"|"02080127"|292379.4|92623.2|1|""|"0001000012317860"|4|292361.7|92625.6|"4000000025346018"|"4"|17.9|"24"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1QL"|"Y"|"Exeter District"|"01392211056"|"www.powermarketing.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
55066683|"Ameropa UK Ltd"|"02150225"|292398.8|92319.9|1|""|"1000002070301836"|4|292414.4|92322.5|"4000000025321094"|"3"|15.8|"2 Charlotte Mews"|"Pavilion Place"|"Exeter"|"Devon"|"EX2 4HA"|"Y"|"Exeter District"|"01392214455"|"www.ameropa.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
55081908|"Damian Carberry Alteration & Tailors"|"02100776"|291920.4|92422.4|1|""|"0001000012291393"|6|291909.3|92431.6|"4000000025458665"|"1"|14.4|"3"|"Guinea Street"|"Exeter"|"Devon"|"EX1 1BS"|"Y"|"Exeter District"|"01392217847"|""|""|""|""|"118 Information"|"01-DEC-2014"
55081792|"stonham.co"|"02090147"|292445.8|92643.2|1|""|"0001000012317867"|4|292409.6|92661.3|"4000000025321239"|"3"|40.4|"4"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01392413014"|"www.stonham.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54573119|"Sands Consultants"|"02060085"|292369.9|93167.3|1|""|"0001000012323895"|3|292355.7|93172.6|"4000000025321222"|"3"|15.1|"86"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AP"|"Y"|"Exeter District"|"01392421600"|"www.sands-consultants.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
68795606|"Devon & Exeter Institution"|"06340458"|292155.4|92613.8|1|""|"0001000012317758"|4|292145|92601.7|"4000000025450492"|"3"|16|"7"|"Cathedral Close"|"Exeter"|"Devon"|"EX1 1EZ"|"Y"|"Exeter District"|"01392274727"|"www.devonandexeterinstitution.org"|""|""|""|"118 Information"|"01-DEC-2014"
68757600|"Cancer Research UK"|"09480714"|292578.5|93058.5|1|""|"0001000012322941"|4|292559.1|93080.1|"4000000025321220"|"4"|29|"145"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RT"|"Y"|"Exeter District"|"01392216059"|"www.cancerresearchuk.org"|"Cancer Research UK"|""|""|"118 Information"|"01-DEC-2014"
68778507|"Exeter Carpet Company"|"09480675"|292936.4|93501.8|1|""|"0001000012321968"|9|292919|93510.7|"4000000025336265"|"6"|19.5|"92a"|"Old Tiverton Road"|"Exeter"|"Devon"|"EX4 6LQ"|"Y"|"Exeter District"|"01392493084"|"www.exetercarpet.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
